                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6652,                 4.2254,                  1.383,                      0,                      0,                      0,                      0,                 1.1695,                 4.1456,                  1.186,               3.75e-05,               3.75e-05,               3.75e-05
